"","coords","all","natural","current","threatened","missing"
"3505","13170376.1583333_5948915.11267606",19,18,14,2,3
"3506","13266862.4305556_5948915.11267606",19,18,14,2,3
"3507","13363348.7027778_5948915.11267606",19,18,14,2,3
"3508","13459834.975_5948915.11267606",19,18,14,2,3
"3509","13556321.2472222_5948915.11267606",20,19,14,2,3
"3510","13749293.7916667_5948915.11267606",14,13,10,1,2
"3511","15003615.3305556_5948915.11267606",17,16,11,3,3
"3512","15100101.6027778_5948915.11267606",12,11,6,1,3
"3513","15196587.875_5948915.11267606",12,11,6,1,3
"3514","15293074.1472222_5948915.11267606",13,12,7,1,3
"3515","15389560.4194444_5948915.11267606",19,18,13,3,3
"3516","15486046.6916667_5948915.11267606",19,18,13,3,3
"3517","15582532.9638889_5948915.11267606",18,17,12,3,3
"3518","15679019.2361111_5948915.11267606",18,17,12,3,3
"3519","16064964.325_5948915.11267606",7,6,7,2,0
"3520","-16354423.1416667_5852400.15492958",9,8,8,1,1
"3521","-16257936.8694444_5852400.15492958",10,9,10,3,0
"3522","-16161450.5972222_5852400.15492958",10,9,10,3,0
"3523","-16064964.325_5852400.15492958",10,9,10,3,0
"3524","-12880917.3416667_5852400.15492958",7,6,6,1,1
"3525","-12784431.0694444_5852400.15492958",8,7,7,1,1
"3526","-12687944.7972222_5852400.15492958",8,7,7,1,1
"3527","-12591458.525_5852400.15492958",8,7,7,1,1
"3528","-12494972.2527778_5852400.15492958",24,22,16,1,4
"3529","-12398485.9805556_5852400.15492958",24,22,16,1,4
"3530","-12301999.7083333_5852400.15492958",24,22,16,1,4
"3531","-12205513.4361111_5852400.15492958",25,23,18,2,3
"3532","-12109027.1638889_5852400.15492958",30,28,14,1,3
"3533","-12012540.8916667_5852400.15492958",30,28,13,1,4
"3534","-11916054.6194444_5852400.15492958",32,30,12,1,4
"3535","-11819568.3472222_5852400.15492958",33,31,13,1,3
"3536","-11723082.075_5852400.15492958",34,32,14,1,3
"3537","-11626595.8027778_5852400.15492958",37,35,15,1,3
"3538","-11530109.5305556_5852400.15492958",38,36,15,1,4
"3539","-11433623.2583333_5852400.15492958",37,35,14,1,5
"3540","-11337136.9861111_5852400.15492958",35,33,14,1,5
"3541","-11240650.7138889_5852400.15492958",36,34,11,0,9
"3542","-11144164.4416667_5852400.15492958",35,33,11,0,7
"3543","-11047678.1694444_5852400.15492958",36,34,10,0,8
"3544","-10951191.8972222_5852400.15492958",35,33,8,0,8
"3545","-10854705.625_5852400.15492958",36,34,8,1,9
"3546","-10758219.3527778_5852400.15492958",36,34,8,1,9
"3547","-10661733.0805556_5852400.15492958",36,34,9,1,8
"3548","-10565246.8083333_5852400.15492958",36,34,9,1,8
"3549","-10468760.5361111_5852400.15492958",35,33,11,1,6
"3550","-10372274.2638889_5852400.15492958",35,33,11,1,6
"3551","-10275787.9916667_5852400.15492958",35,33,11,1,6
"3552","-10179301.7194444_5852400.15492958",36,34,11,1,6
"3553","-10082815.4472222_5852400.15492958",36,34,10,1,7
"3554","-9986329.175_5852400.15492958",35,33,11,1,6
"3555","-9889842.90277778_5852400.15492958",35,33,9,1,8
"3556","-9793356.63055556_5852400.15492958",34,32,9,1,8
"3557","-9696870.35833333_5852400.15492958",34,32,9,1,8
"3558","-9600384.08611111_5852400.15492958",30,28,9,1,7
"3559","-9503897.81388889_5852400.15492958",29,27,8,0,8
"3560","-9407411.54166667_5852400.15492958",26,24,9,1,6
"3561","-9310925.26944444_5852400.15492958",24,22,9,1,5
"3562","-9214438.99722222_5852400.15492958",20,18,9,1,5
"3563","-9117952.725_5852400.15492958",20,18,9,1,5
"3564","-9021466.45277778_5852400.15492958",19,17,8,1,5
"3565","-8924980.18055556_5852400.15492958",20,18,9,1,4
"3566","-8828493.90833333_5852400.15492958",20,18,9,1,4
"3567","-8732007.63611111_5852400.15492958",21,19,9,1,5
"3568","-8635521.36388889_5852400.15492958",23,21,9,1,5
"3569","-8539035.09166667_5852400.15492958",24,22,9,1,5
"3570","-8442548.81944444_5852400.15492958",24,22,10,2,4
"3571","-8346062.54722222_5852400.15492958",24,22,9,2,4
"3572","-8249576.275_5852400.15492958",22,20,8,2,4
"3573","-8153090.00277778_5852400.15492958",22,20,8,2,4
"3574","-8056603.73055555_5852400.15492958",21,19,8,2,4
"3575","-7960117.45833333_5852400.15492958",24,22,11,2,4
"3576","-7863631.18611111_5852400.15492958",24,22,11,2,4
"3577","-7767144.91388889_5852400.15492958",5,4,5,1,0
"3578","-7670658.64166667_5852400.15492958",19,18,11,2,3
"3579","-7574172.36944444_5852400.15492958",21,20,11,2,3
"3580","-7477686.09722222_5852400.15492958",17,16,8,2,3
"3581","-7381199.825_5852400.15492958",16,15,8,2,3
"3582","-7284713.55277778_5852400.15492958",16,15,8,2,3
"3583","-7188227.28055556_5852400.15492958",16,15,8,2,3
"3584","-7091741.00833333_5852400.15492958",15,14,7,1,3
"3585","-6995254.73611111_5852400.15492958",15,14,7,1,3
"3586","-6898768.46388889_5852400.15492958",15,14,7,1,3
"3587","-6802282.19166667_5852400.15492958",15,14,7,1,3
"3588","-6705795.91944444_5852400.15492958",15,14,7,1,3
"3589","-6609309.64722222_5852400.15492958",15,14,7,1,3
"3590","-6512823.375_5852400.15492958",15,14,7,1,3
"3591","-6416337.10277778_5852400.15492958",15,14,7,1,3
"3592","-6319850.83055556_5852400.15492958",14,13,7,1,2
"3593","-6223364.55833333_5852400.15492958",15,14,8,2,2
"3594","-6126878.28611111_5852400.15492958",15,14,8,2,2
"3595","-6030392.01388889_5852400.15492958",16,15,8,2,2
"3596","-5933905.74166667_5852400.15492958",15,14,8,2,2
"3597","-5837419.46944444_5852400.15492958",21,20,13,3,2
"3598","-5740933.19722222_5852400.15492958",21,20,13,3,2
"3599","-5644446.925_5852400.15492958",15,14,7,2,2
"3600","-5547960.65277778_5852400.15492958",19,18,12,3,2
"3601","-5451474.38055556_5852400.15492958",21,20,13,3,3
"3602","-5354988.10833333_5852400.15492958",20,19,13,3,2
"3603","-1013105.85833333_5852400.15492958",13,12,5,0,7
"3604","-916619.586111112_5852400.15492958",14,13,5,0,7
"3605","-820133.313888889_5852400.15492958",14,13,4,0,8
"3606","-723647.041666666_5852400.15492958",12,11,2,0,8
"3607","-627160.769444445_5852400.15492958",13,12,5,0,7
"3608","-434188.225000001_5852400.15492958",26,25,5,0,11
"3609","-337701.952777777_5852400.15492958",28,27,6,0,11
"3610","-241215.680555556_5852400.15492958",28,27,7,0,10
"3611","-144729.408333335_5852400.15492958",26,25,4,0,11
"3612","-48243.1361111104_5852400.15492958",26,25,6,0,10
"3613","48243.1361111104_5852400.15492958",26,25,6,0,10
"3614","144729.408333335_5852400.15492958",26,25,6,0,10
"3615","434188.225000001_5852400.15492958",30,29,5,0,14
"3616","530674.497222222_5852400.15492958",30,29,6,0,13
"3617","627160.769444443_5852400.15492958",30,29,8,0,11
"3618","723647.041666668_5852400.15492958",31,30,8,0,12
"3619","820133.313888889_5852400.15492958",32,31,6,0,14
"3620","916619.58611111_5852400.15492958",32,31,7,0,13
"3621","1013105.85833333_5852400.15492958",30,29,6,0,12
"3622","1109592.13055556_5852400.15492958",30,29,6,0,12
"3623","1206078.40277778_5852400.15492958",30,29,6,0,12
"3624","1302564.675_5852400.15492958",29,28,6,0,11
"3625","1399050.94722222_5852400.15492958",34,33,9,0,10
"3626","1495537.21944444_5852400.15492958",32,31,8,0,9
"3627","1592023.49166667_5852400.15492958",32,31,9,0,8
"3628","1688509.76388889_5852400.15492958",32,31,7,0,10
"3629","1784996.03611111_5852400.15492958",32,31,8,0,9
"3630","1881482.30833333_5852400.15492958",32,31,9,0,8
"3631","1977968.58055555_5852400.15492958",33,32,9,0,9
"3632","2074454.85277778_5852400.15492958",33,32,9,0,9
"3633","2170941.125_5852400.15492958",33,32,9,0,9
"3634","2267427.39722222_5852400.15492958",33,32,10,1,8
"3635","2363913.66944445_5852400.15492958",33,32,10,1,8
"3636","2460399.94166667_5852400.15492958",33,32,9,0,9
"3637","2556886.21388889_5852400.15492958",33,32,9,0,9
"3638","2653372.48611111_5852400.15492958",33,32,9,0,9
"3639","2749858.75833333_5852400.15492958",33,32,10,0,8
"3640","2846345.03055555_5852400.15492958",33,32,10,0,8
"3641","2942831.30277778_5852400.15492958",33,32,9,0,9
"3642","3039317.575_5852400.15492958",33,32,9,0,9
"3643","3135803.84722222_5852400.15492958",33,32,8,0,10
"3644","3232290.11944444_5852400.15492958",32,31,8,0,9
"3645","3328776.39166667_5852400.15492958",32,31,8,0,9
"3646","3425262.66388889_5852400.15492958",31,30,8,0,9
"3647","3521748.93611111_5852400.15492958",31,30,8,0,9
"3648","3618235.20833333_5852400.15492958",31,30,8,0,9
"3649","3714721.48055556_5852400.15492958",31,30,8,0,9
"3650","3811207.75277778_5852400.15492958",32,31,8,0,9
"3651","3907694.025_5852400.15492958",32,31,8,0,9
"3652","4004180.29722222_5852400.15492958",32,31,8,0,9
"3653","4100666.56944444_5852400.15492958",33,32,10,0,8
"3654","4197152.84166666_5852400.15492958",34,33,10,0,9
"3655","4293639.11388889_5852400.15492958",33,32,9,0,9
"3656","4390125.38611111_5852400.15492958",33,32,8,0,10
"3657","4486611.65833334_5852400.15492958",33,32,8,0,10
"3658","4583097.93055556_5852400.15492958",32,31,8,0,9
"3659","4679584.20277778_5852400.15492958",31,30,8,0,9
"3660","4776070.475_5852400.15492958",30,29,7,0,9
"3661","4872556.74722222_5852400.15492958",29,28,7,0,9
"3662","4969043.01944444_5852400.15492958",29,28,7,0,9
"3663","5065529.29166667_5852400.15492958",29,28,7,0,9
"3664","5162015.56388889_5852400.15492958",28,27,7,0,8
"3665","5258501.83611111_5852400.15492958",28,27,7,0,8
"3666","5354988.10833333_5852400.15492958",28,27,7,0,8
"3667","5451474.38055556_5852400.15492958",29,28,7,0,8
"3668","5547960.65277778_5852400.15492958",29,28,7,0,8
"3669","5644446.925_5852400.15492958",29,28,7,0,9
"3670","5740933.19722222_5852400.15492958",27,26,7,0,7
"3671","5837419.46944444_5852400.15492958",26,25,6,0,7
"3672","5933905.74166667_5852400.15492958",25,24,6,0,7
"3673","6030392.01388889_5852400.15492958",26,25,7,0,7
"3674","6126878.28611111_5852400.15492958",27,26,8,0,7
"3675","6223364.55833333_5852400.15492958",28,27,8,0,8
"3676","6319850.83055555_5852400.15492958",28,27,8,0,8
"3677","6416337.10277778_5852400.15492958",29,28,9,0,8
"3678","6512823.375_5852400.15492958",29,28,9,0,8
"3679","6609309.64722222_5852400.15492958",29,28,9,0,8
"3680","6705795.91944445_5852400.15492958",29,28,9,0,8
"3681","6802282.19166667_5852400.15492958",29,28,9,0,8
"3682","6898768.46388889_5852400.15492958",29,28,9,0,8
"3683","6995254.73611111_5852400.15492958",29,28,8,0,9
"3684","7091741.00833333_5852400.15492958",29,28,8,0,9
"3685","7188227.28055555_5852400.15492958",29,28,8,0,9
"3686","7284713.55277778_5852400.15492958",29,28,8,0,9
"3687","7381199.825_5852400.15492958",29,28,8,0,9
"3688","7477686.09722222_5852400.15492958",29,28,8,0,9
"3689","7574172.36944444_5852400.15492958",29,28,8,0,9
"3690","7670658.64166667_5852400.15492958",28,27,8,0,8
"3691","7767144.91388889_5852400.15492958",28,27,8,0,8
"3692","7863631.18611111_5852400.15492958",28,27,8,0,8
"3693","7960117.45833333_5852400.15492958",28,27,9,1,7
"3694","8056603.73055556_5852400.15492958",27,26,9,1,6
"3695","8153090.00277778_5852400.15492958",27,26,10,1,5
"3696","8249576.275_5852400.15492958",26,25,10,1,4
"3697","8346062.54722222_5852400.15492958",26,25,10,1,4
"3698","8442548.81944444_5852400.15492958",27,26,8,0,7
"3699","8539035.09166666_5852400.15492958",27,26,8,0,7
"3700","8635521.36388889_5852400.15492958",27,26,9,1,7
"3701","8732007.63611111_5852400.15492958",26,25,9,1,7
"3702","8828493.90833334_5852400.15492958",26,25,9,1,7
"3703","8924980.18055556_5852400.15492958",26,25,9,1,7
"3704","9021466.45277778_5852400.15492958",23,22,10,1,5
"3705","9117952.725_5852400.15492958",22,21,10,1,5
"3706","9214438.99722222_5852400.15492958",23,22,11,2,5
"3707","9310925.26944444_5852400.15492958",23,22,11,2,5
"3708","9407411.54166667_5852400.15492958",24,23,11,2,5
"3709","9503897.81388889_5852400.15492958",26,25,11,2,6
"3710","9600384.08611111_5852400.15492958",27,26,12,2,6
"3711","9696870.35833333_5852400.15492958",26,25,11,2,6
"3712","9793356.63055556_5852400.15492958",26,25,11,2,6
"3713","9889842.90277778_5852400.15492958",25,24,11,2,5
"3714","9986329.175_5852400.15492958",25,24,10,2,6
"3715","10082815.4472222_5852400.15492958",25,24,10,2,6
"3716","10179301.7194444_5852400.15492958",26,25,11,2,6
"3717","10275787.9916667_5852400.15492958",26,25,11,2,6
"3718","10372274.2638889_5852400.15492958",25,24,11,2,6
"3719","10468760.5361111_5852400.15492958",26,25,12,2,6
"3720","10565246.8083333_5852400.15492958",26,25,12,2,6
"3721","10661733.0805556_5852400.15492958",25,24,11,2,6
"3722","10758219.3527778_5852400.15492958",25,24,11,2,6
"3723","10854705.625_5852400.15492958",25,24,11,2,6
"3724","10951191.8972222_5852400.15492958",25,24,11,2,6
"3725","11047678.1694444_5852400.15492958",24,23,11,2,5
"3726","11144164.4416667_5852400.15492958",19,18,11,2,4
"3727","11240650.7138889_5852400.15492958",18,17,10,1,5
"3728","11337136.9861111_5852400.15492958",17,16,10,1,5
"3729","11433623.2583333_5852400.15492958",16,15,10,1,4
"3730","11530109.5305556_5852400.15492958",16,15,10,1,4
"3731","11626595.8027778_5852400.15492958",16,15,10,1,4
"3732","11723082.075_5852400.15492958",16,15,10,1,4
"3733","11819568.3472222_5852400.15492958",16,15,10,1,4
"3734","11916054.6194444_5852400.15492958",16,15,10,1,4
"3735","12012540.8916667_5852400.15492958",16,15,10,1,4
"3736","12109027.1638889_5852400.15492958",16,15,11,2,3
"3737","12205513.4361111_5852400.15492958",16,15,11,2,3
"3738","12301999.7083333_5852400.15492958",16,15,11,2,3
"3739","12398485.9805556_5852400.15492958",16,15,11,2,3
"3740","12494972.2527778_5852400.15492958",16,15,11,2,3
"3741","12591458.525_5852400.15492958",16,15,11,2,3
"3742","12687944.7972222_5852400.15492958",15,14,10,2,3
"3743","12784431.0694444_5852400.15492958",15,14,10,2,3
"3744","12880917.3416667_5852400.15492958",15,14,10,2,3
"3745","12977403.6138889_5852400.15492958",15,14,10,2,3
"3746","13073889.8861111_5852400.15492958",16,15,11,2,3
"3747","13170376.1583333_5852400.15492958",15,14,10,2,3
"3748","13266862.4305556_5852400.15492958",20,19,15,2,3
"3749","13363348.7027778_5852400.15492958",20,19,15,2,3
"3750","13459834.975_5852400.15492958",15,14,10,2,3
"3751","13556321.2472222_5852400.15492958",22,21,16,3,3
"3752","13652807.5194444_5852400.15492958",22,21,16,3,3
"3753","13749293.7916667_5852400.15492958",15,14,11,2,2
"3754","13845780.0638889_5852400.15492958",15,14,11,2,2
"3755","15100101.6027778_5852400.15492958",18,17,12,3,3
"3756","15196587.875_5852400.15492958",13,12,7,1,3
"3757","15293074.1472222_5852400.15492958",20,19,13,3,3
"3758","15389560.4194444_5852400.15492958",20,19,13,3,3
"3759","15486046.6916667_5852400.15492958",19,18,12,3,3
"3760","-12687944.7972222_5755885.1971831",8,7,7,1,1
"3761","-12591458.525_5755885.1971831",8,7,7,1,1
"3762","-12398485.9805556_5755885.1971831",23,21,15,1,4
"3763","-12301999.7083333_5755885.1971831",24,22,16,1,4
"3764","-12205513.4361111_5755885.1971831",24,22,16,1,4
"3765","-12109027.1638889_5755885.1971831",33,31,17,2,5
"3766","-12012540.8916667_5755885.1971831",37,35,18,1,5
"3767","-11916054.6194444_5755885.1971831",31,29,14,1,3
"3768","-11819568.3472222_5755885.1971831",35,33,13,0,3
"3769","-11723082.075_5755885.1971831",36,34,15,1,2
"3770","-11626595.8027778_5755885.1971831",37,35,14,1,4
"3771","-11530109.5305556_5755885.1971831",37,35,14,1,4
"3772","-11433623.2583333_5755885.1971831",37,35,15,1,3
"3773","-11337136.9861111_5755885.1971831",38,36,14,1,5
"3774","-11240650.7138889_5755885.1971831",39,37,13,0,7
"3775","-11144164.4416667_5755885.1971831",38,36,13,0,7
"3776","-11047678.1694444_5755885.1971831",39,37,11,0,9
"3777","-10951191.8972222_5755885.1971831",35,33,8,0,8
"3778","-10854705.625_5755885.1971831",33,31,6,0,9
"3779","-10758219.3527778_5755885.1971831",33,31,6,0,9
"3780","-10661733.0805556_5755885.1971831",34,32,7,0,8
"3781","-10565246.8083333_5755885.1971831",35,33,8,0,8
"3782","-10468760.5361111_5755885.1971831",36,34,9,1,8
"3783","-10372274.2638889_5755885.1971831",36,34,9,1,8
"3784","-10275787.9916667_5755885.1971831",36,34,9,1,8
"3785","-10179301.7194444_5755885.1971831",37,35,7,1,10
"3786","-10082815.4472222_5755885.1971831",36,34,8,1,9
"3787","-9986329.175_5755885.1971831",36,34,10,1,7
"3788","-9889842.90277778_5755885.1971831",36,34,10,1,7
"3789","-9793356.63055556_5755885.1971831",36,34,9,1,8
"3790","-9696870.35833333_5755885.1971831",37,35,8,0,9
"3791","-9600384.08611111_5755885.1971831",34,32,8,0,9
"3792","-9503897.81388889_5755885.1971831",30,28,8,0,8
"3793","-9407411.54166667_5755885.1971831",28,26,8,0,8
"3794","-9310925.26944444_5755885.1971831",28,26,9,1,7
"3795","-9214438.99722222_5755885.1971831",24,22,9,1,5
"3796","-9117952.725_5755885.1971831",26,24,9,1,5
"3797","-9021466.45277778_5755885.1971831",25,23,8,1,6
"3798","-8924980.18055556_5755885.1971831",23,21,8,1,6
"3799","-8828493.90833333_5755885.1971831",21,19,8,1,6
"3800","-8732007.63611111_5755885.1971831",21,19,8,1,6
"3801","-8635521.36388889_5755885.1971831",24,22,8,1,6
"3802","-8539035.09166667_5755885.1971831",26,24,8,1,6
"3803","-8442548.81944444_5755885.1971831",26,24,8,1,6
"3804","-8346062.54722222_5755885.1971831",26,24,8,1,6
"3805","-8249576.275_5755885.1971831",27,25,9,2,6
"3806","-8153090.00277778_5755885.1971831",26,24,9,2,5
"3807","-8056603.73055555_5755885.1971831",26,24,9,2,5
"3808","-7960117.45833333_5755885.1971831",26,24,9,2,5
"3809","-7863631.18611111_5755885.1971831",27,25,11,2,4
"3810","-7767144.91388889_5755885.1971831",27,25,11,2,4
"3811","-7670658.64166667_5755885.1971831",27,25,12,2,3
"3812","-7574172.36944444_5755885.1971831",26,24,12,2,3
"3813","-7477686.09722222_5755885.1971831",24,22,9,2,3
"3814","-7381199.825_5755885.1971831",22,21,8,2,3
"3815","-7284713.55277778_5755885.1971831",22,21,8,2,3
"3816","-7188227.28055556_5755885.1971831",21,20,7,1,3
"3817","-7091741.00833333_5755885.1971831",21,20,7,1,3
"3818","-6995254.73611111_5755885.1971831",21,20,7,1,3
"3819","-6898768.46388889_5755885.1971831",21,20,7,1,3
"3820","-6802282.19166667_5755885.1971831",21,20,6,1,4
"3821","-6705795.91944444_5755885.1971831",21,20,7,1,3
"3822","-6609309.64722222_5755885.1971831",20,19,7,1,2
"3823","-6512823.375_5755885.1971831",20,19,7,1,2
"3824","-6416337.10277778_5755885.1971831",21,20,7,1,2
"3825","-6319850.83055556_5755885.1971831",20,19,7,1,2
"3826","-6223364.55833333_5755885.1971831",20,19,6,1,3
"3827","-6126878.28611111_5755885.1971831",16,15,6,1,3
"3828","-6030392.01388889_5755885.1971831",14,13,6,1,3
"3829","-5933905.74166667_5755885.1971831",14,13,6,1,3
"3830","-5837419.46944444_5755885.1971831",16,15,7,2,3
"3831","-5740933.19722222_5755885.1971831",16,15,8,2,2
"3832","-5644446.925_5755885.1971831",20,19,12,3,2
"3833","-5547960.65277778_5755885.1971831",19,18,11,3,2
"3834","-5451474.38055556_5755885.1971831",19,18,11,3,2
"3835","-5354988.10833333_5755885.1971831",19,18,12,3,2
"3836","-1013105.85833333_5755885.1971831",14,13,4,0,8
"3837","-916619.586111112_5755885.1971831",14,13,5,0,7
"3838","-820133.313888889_5755885.1971831",14,13,4,0,8
"3839","-723647.041666666_5755885.1971831",14,13,4,0,8
"3840","-627160.769444445_5755885.1971831",14,13,4,0,8
"3841","-530674.497222222_5755885.1971831",22,21,4,0,10
"3842","-434188.225000001_5755885.1971831",26,25,6,0,10
"3843","-337701.952777777_5755885.1971831",28,27,6,0,11
"3844","-241215.680555556_5755885.1971831",28,27,7,0,10
"3845","-144729.408333335_5755885.1971831",26,25,4,0,11
"3846","-48243.1361111104_5755885.1971831",26,25,4,0,11
"3847","48243.1361111104_5755885.1971831",26,25,7,0,9
"3848","144729.408333335_5755885.1971831",26,25,6,0,10
"3849","241215.680555556_5755885.1971831",30,29,5,0,13
"3850","337701.952777777_5755885.1971831",29,28,5,0,13
"3851","434188.225000001_5755885.1971831",30,29,6,0,13
"3852","530674.497222222_5755885.1971831",31,30,8,0,12
"3853","627160.769444443_5755885.1971831",29,28,6,0,12
"3854","723647.041666668_5755885.1971831",30,29,6,0,12
"3855","820133.313888889_5755885.1971831",30,29,6,0,12
"3856","916619.58611111_5755885.1971831",30,29,6,0,12
